store_name,square_footage,operation_type,georeference,Zip_Code_Clean
TOP LINE MEAT MARKET,6000.0,Store,POINT (-73.88285333 40.743055656),11373
BJS WHOLESALE CLUB 97,30000.0,Store,POINT (-73.831077895 40.782859386),11356
BENNY GROCERY,2000.0,Store,POINT (-73.909745074 40.709141721),11385
TRADE FAIR 4,16000.0,Store,POINT (-73.907268305 40.760424971),11377
GREAT SUPERMARKET,2500.0,Store,POINT (-73.755204069 40.665380559),11413
UNITED BROS FRUIT MKT,1200.0,Store,POINT (-73.920016845 40.766120809),11102
D&C MINI MARKET,3000.0,Store,POINT (-73.765163782 40.692165518),11412
MYRNAS DELI,800.0,Store,POINT (-73.898262202 40.724227471),11378
KELVIN GROCERY,1500.0,Store,POINT (-73.7562736 40.6021529),11691
ANGELARR DELI,1000.0,Store,POINT (-73.928440993 40.772283269),11102
LUCIANO GROCERY,1500.0,Store,POINT (-73.857647355 40.739550763),11368
VARSI DELI,1500.0,Store,POINT (-73.816635792 40.7852059),11357
SORIBEL FRUIT&GROCERY,2000.0,Store,POINT (-73.809371616 40.694825934),11435
FRESH N SAVE,20000.0,Store,POINT (-73.89785987 40.700421273),11385
QUEENS CTY FARM MUSEUM,200.0,Store,POINT (-73.720173162 40.748372758),11004
RITE AID 4836,5000.0,Store,POINT (-73.732967868 40.66263055),11422
SUPERIOR EXPRESS DELI,1200.0,Store,POINT (-73.826652502 40.685734125),11419
FRESH N SAVE,10000.0,Store,POINT (-73.906015 40.745539),11377
INDO JAVA,1500.0,Store,POINT (-73.878307573 40.736646979),11373
LIBERTY HALAL MEAT MKT,1000.0,Store,POINT (-73.821074513 40.687585646),11419
MARINO BROS SUPERMKTS,3000.0,Store,POINT (-73.801245947 40.771221114),11358
DUANE READE 14423,2000.0,Store,POINT (-73.922093797 40.760295093),11106
SPICE WORLD,3000.0,Store,POINT (-73.820484511 40.687814597),11419
BRAVO SUPERMARKET,12000.0,Store,POINT (-73.838425555 40.695914701),11418
CARNICERIA LAS AMERICAS,2200.0,Store,POINT (-73.919150994 40.741534005),11377
TAJ MAHAL GROCERY,500.0,Store,POINT (-73.925926757 40.742079164),11104
CHECOS FOOD UNIVERSE,6000.0,Store,POINT (-73.896979016 40.706254198),11385
GRAND FARM,1200.0,Store,POINT (-73.880678142 40.735584027),11373
WALGREENS #11126,12000.0,Store,POINT (-73.811310685 40.726850881),11367
WALGREENS #1616,17000.0,Store,POINT (-73.88037916 40.741556385),11373
24 HOURS MINI MART,2000.0,Store,POINT (-73.860291342 40.729055824),11374
C TOWN SUPERMARKET,10000.0,Store,POINT (-73.866854037 40.691675302),11421
C TOWN,15000.0,Store,POINT (-73.88104703 40.749979066),11372
HEBA DELI,1500.0,Store,POINT (-73.845610355 40.687742932),11416
ATLIXCO DELI GROCERY,0.0,Store,POINT (-73.872722962 40.751092686),11372
JRS BAGELS&DELI,1800.0,Store,POINT (-73.748235439 40.735332319),11364
C TOWN 041023,25000.0,Store,POINT (-73.847432497 40.694735325),11421
AMEEN GROCERY&HALAL MT,1000.0,Store,POINT (-73.830766926 40.685019484),11419
MOHAMAD ALLY HALAL MEAT,2000.0,Store,POINT (-73.818082676 40.688746078),11419
HAPPY DELI GROCERY,1000.0,Store,POINT (-73.899085053 40.736887833),11377
MONREALE ITLN PSTRY SHP,2500.0,Store,POINT (-73.89873184 40.700418256),11385
SCATURRO SUPERMARKET,20000.0,Store,POINT (-73.859397999 40.692606783),11421
TRADE FAIR II,20000.0,Store,POINT (-73.821713717 40.703225062),11418
EL GALLITO,1200.0,Store,POINT (-73.925975959 40.758933328),11106
MARGARET SCHMIDTS CANDIES,2000.0,Store,POINT (-73.85078333 40.694278847),11421
SHAHS NEWSSTAND,1500.0,Store,POINT (-73.890817228 40.770609612),11370
7-ELEVEN FD STR 21950E,4000.0,Store,POINT (-73.846569 40.723503),11375
FOOD UNIVERSE,12000.0,Store,POINT (-73.850845356 40.725907707),11375
LIBERTY STAR DELI,1000.0,Store,POINT (-73.850480073 40.679787668),11417
SUPREME DELI&GROCERY,1100.0,Store,POINT (-73.843956605 40.680285134),11417
ARN DELI SUPERMARKET,1200.0,Store,POINT (-73.837025958 40.696521553),11418
MEDITERRANEAN FOODS,2200.0,Store,POINT (-73.919384849 40.765474397),11103
MADELINE CHOCOLATE COMPANY,215000.0,Store,POINT (-73.819500727 40.587104941),11693
LUPES DELI GROCERY,1100.0,Store,POINT (-73.921575376 40.770885209),11102
RAMIREZ GROCERY,1500.0,Store,POINT (-73.85522247 40.749338814),11368
IDEAL FOOD BASKET,10000.0,Store,POINT (-73.79778717 40.679228273),11436
LA BOINA,1500.0,Store,POINT (-73.885529253 40.74950947),11372
KEELA'S BEST BUY,1500.0,Store,POINT (-73.832624943 40.684013279),11419
ISLAND BAKERY,4000.0,Store,POINT (-73.916707586 40.758042792),11103
JUNIORS FOOD OUTLETS,10000.0,Store,POINT (-73.792326596 40.673708148),11436
DURSOS PASTA&RAVIOLI,4000.0,Store,POINT (-73.792970997 40.763288983),11358
CITARELLA,3000.0,Store,POINT (-73.981616289 40.780990683),10023
GRISTEDES 40,1000.0,Store,POINT (-74.016363218 40.710612871),10280
LA BLANDA MEAT MARKET,1500.0,Store,POINT (-73.943601006 40.835369872),10032
HANS FAMILY FRT&VEGTBLS,1500.0,Store,POINT (-73.973372771 40.792933554),10025
FIRST TOP FOOD,,Store,POINT (-73.997231134 40.712914266),10038
TULCINGO HERMOSO DELI GROCERY,600.0,Store,POINT (-73.936454846 40.845914977),10033
NEW GREEN LEAF DELI,1200.0,Store,POINT (-73.975765637 40.786977499),10024
AMEER FOOD,2000.0,Store,POINT (-73.943477037 40.825493769),10031
MY SWEET DELI MARKET,1500.0,Store,POINT (-73.921951723 40.864912351),10034
VILLAGE MAGAZINE CIGAR,900.0,Store,POINT (-73.98843547 40.727236909),10003
116 DISCOUNT,2200.0,Store,POINT (-73.944124539 40.799516701),10029
BAKED BY MELISSA,500.0,Store,POINT (-73.982923363 40.766975554),10019
EPICUREAN MARKET,30000.0,Store,POINT (-73.99398077 40.732335411),10003
BABA CONVENIENCE STORE,480.0,Store,POINT (-73.953682172 40.77553113),10028
WS DELI,1500.0,Store,POINT (-73.971563202 40.792730837),10025
BATTERY PLACE MARKET,900.0,Store,POINT (-74.014651465 40.715103224),10282
ELI ZABAR FARM TO TABLE,800.0,Store,POINT (-73.971766026 40.749568406),10017
7-ELEVEN STORE 35472A,0.0,Store,POINT (-74.000948395 40.718211611),10013
325 DREAMLAND,1000.0,Store,POINT (-73.982938199 40.735419658),10003
WALGREENS #14489,0.0,Store,POINT (-73.954248286 40.82169463),10031
LI LAC CHOCOLATES,225.0,Store,POINT (-73.971345951 40.749393631),10017
SHELL GAS,750.0,Store,POINT (-73.956393131 40.817567422),10027
CORNER GROCERS,5000.0,Store,POINT (-73.989114405 40.720107681),10002
CAFE DELI-CIOUS,0.0,Store,POINT (-73.993341398 40.743303802),10011
LONDON GROCERY,600.0,Store,POINT (-74.003236906 40.748674088),10001
LOMA DELI MARKET,1500.0,Store,POINT (-73.975603866 40.724527878),10009
BEER TABLE TO GO GCT,275.0,Store,POINT (-73.980212543 40.75313838),10017
DUANE READE 14488,9000.0,Store,POINT (-73.971590779 40.757329199),10022
QUINTESSENTIAL HERBS,400.0,Store,POINT (-73.996117233 40.718150172),10013
GATEWAY NEWSSTAND,0.0,Store,POINT (-73.99058853 40.770216501),10019
DUANE READE #14486,17000.0,Store,POINT (-73.982285668 40.778465425),10023
2234 EAST SIDE DELI,1000.0,Store,POINT (-73.935843051 40.795111172),10029
WESTSIDE MARKET,10000.0,Store,POINT (-73.971304788 40.795771582),10025
TASHA DELI,0.0,Store,POINT (-73.997407543 40.720865783),10013
SRM FUEL,1500.0,Store,POINT (-73.917424241 40.866718394),10034
7-ELEVEN STORE 35308A,1100.0,Store,POINT (-73.99148355 40.726575032),10003
BAKED BY MELISSA,1000.0,Store,POINT (-73.977666317 40.787370275),10024
CVS PHARMACY #2962,2500.0,Store,POINT (-73.98687476 40.739800586),10010
HEALTH NUTS THE,2500.0,Store,POINT (-73.970790558 40.796470843),10025
TOUBA AFRICAN MKT DRESS,1800.0,Store,POINT (-73.94362196 40.799308578),10029
7-ELEVEN STORE #35057A,3500.0,Store,POINT (-73.983193596 40.747204908),10016
DDY MINI MARKET & DELI,1800.0,Store,POINT (-73.965108382 40.800948707),10025
82ND STREET GROCERY,1800.0,Store,POINT (-73.977145047 40.785075394),10024
DOLLAR TREE # 4695,0.0,Store,POINT (-73.932457601 40.857507149),10040
3875 MH DELI GROCERY,1200.0,Store,POINT (-73.943041933 40.837037075),10032
121 LENOX GOURMET DELI,1000.0,Store,POINT (-73.947555398 40.805186072),10027
AVENUE A DELI & FOOD,1100.0,Store,POINT (-73.985560729 40.723029403),10009
5TH AVE DOLLAR DISCOUNT STORE,8000.0,Store,POINT (-73.979732792 40.756205898),10036
FOOD UNIVERSE MARKET PL,5000.0,Store,POINT (-73.928636459 40.860341741),10040
FOOD UNIVERSE MARKET PLACE,4000.0,Store,POINT (-73.915191551 40.870596203),10034
DUANE READE 14470,7500.0,Store,POINT (-73.963535351 40.765425405),10065
STOP 1 DELI,1500.0,Store,POINT (-73.989839272 40.712786466),10002
GOWASABI@FAIRWAY,150.0,Store,POINT (-73.952578192 40.778048886),10028
ELM WELLNESS,10000.0,Store,POINT (-74.000085394 40.738317492),10011
ADNADER,1600.0,Store,POINT (-73.952692605 40.807349547),10027
1ST & 96TH MANAGEMENT,1500.0,Store,POINT (-73.945308567 40.783147682),10128
MET SUPERMARKET,16000.0,Store,POINT (-73.943782474 40.794444727),10029
BAKED BY MELISSA,1000.0,Store,POINT (-73.988831683 40.753774559),10018
DAINOBU,3000.0,Store,POINT (-73.973205552 40.754523189),10017
PORTO RICO IMPORTING CO,2000.0,Store,POINT (-74.001621378 40.729499478),10012
YANKEE TWO DELI,1500.0,Store,POINT (-73.978375594 40.724500008),10009
TENBAKU,100.0,Store,POINT (-73.998970833 40.734294501),10011
HEALTHSOURCE PHARMACY,1700.0,Store,POINT (-73.963764596 40.756848161),10022
OTTOMANELLI BROTHERS,2500.0,Store,POINT (-73.949107581 40.773524167),10028
ABDOU KINGS DELI,700.0,Store,POINT (-73.949476151 40.812605034),10027
SX GOURMET,2200.0,Store,POINT (-73.987756788 40.719816704),10002
YOUR DESIRE IN FOOD,800.0,Store,POINT (-73.979157626 40.724101407),10009
BAKED BY MELISSA,800.0,Store,POINT (-73.992590045 40.735751707),10003
94 ST NICHOLAS DELI,1500.0,Store,POINT (-73.940201892 40.829981482),10032
FINE FARE,12000.0,Store,POINT (-73.937367133 40.829392192),10039
2278 DELI & GROCERY,1500.0,Store,POINT (-73.944373171 40.81464946),10030
CVS PHARMACY #1618,20000.0,Store,POINT (-74.002571634 40.740005942),10011
SKYLINE GOURMET DELI,1200.0,Store,POINT (-73.992146139 40.763903),10019
2829 PALACE FOOD,900.0,Store,POINT (-73.939425561 40.826580106),10039
PIONEER SUPERMARKET,12000.0,Store,POINT (-73.943228534 40.81062139),10027
57 BAYARD MEAT MARKET,6000.0,Store,POINT (-73.9978056 40.715308539),10013
BAKED BY MELISSA,500.0,Store,POINT (-73.976150953 40.751661566),10017
GRACEFULLY,6000.0,Store,POINT (-73.988635882 40.775073604),10023
LA DELI,2400.0,Store,POINT (-73.937632169 40.824071486),10039
1 GUADALUPE VICTORIA INC,750.0,Store,POINT (-73.932082846 40.851282245),10033
FINE FARE,8000.0,Store,POINT (-73.95189976 40.799454046),10026
RANCH MARKET,4000.0,Store,POINT (-73.949064498 40.794476327),10029
J&F MEAT MARKET,3600.0,Store,POINT (-73.941498238 40.833307337),10032
101 LENOX DELI GRILL,1500.0,Store,POINT (-73.950366207 40.801556521),10026
144 DELI GROCERY,1000.0,Store,POINT (-73.925936312 40.861339188),10040
KAMALS CAFE,400.0,Store,POINT (-74.00559616 40.728073297),10014
SUNRISE MART,0.0,Store,POINT (-73.980680534 40.752406675),10017
DAI SING,50000.0,Store,POINT (-73.99334165 40.714419806),10002
DUANE READE 14433,10000.0,Store,POINT (-73.997352307 40.756433257),10018
DUANE READE #14465,24200.0,Store,POINT (-73.967495213 40.759985466),10022
JOES GOURMET HEALTH DEL,1200.0,Store,POINT (-73.959232668 40.814863923),10027
ARCHIE GROCERY,1500.0,Store,POINT (-73.940279928 40.837302362),10032
SANTIAGO DELI FOOD,1600.0,Store,POINT (-73.953627271 40.822537472),10031
BREAD & HONEY,8000.0,Store,POINT (-73.98366952 40.765952752),10019
TAFT DELI,1200.0,Store,POINT (-73.946891154 40.796944672),10029
EAST VILLAGE FINEST DEL,1600.0,Store,POINT (-73.982782296 40.72329117),10009
207,375.0,Store,POINT (-73.921381335 40.86747692),10034
TRADER JOES #542,14000.0,Store,POINT (-73.982273179 40.778546185),10023
F & R TRADING NY,0.0,Store,POINT (-73.99464227 40.718281726),10002
FIRST ON FIRST DELI,1200.0,Store,POINT (-73.946809766 40.780098345),10128
YANKEE DELI,2800.0,Store,POINT (-73.977298939 40.726669287),10009
DUANE READE 14480,10000.0,Store,POINT (-73.996879986 40.722121392),10012
DUANE READE #14468,3000.0,Store,POINT (-73.990004479 40.734047918),10003
FRUTERA EL BUEN CAMINO,300.0,Store,POINT (-73.942170885 40.83732843),10032
DAGOSTINOS SUPERMARKETS #801,14000.0,Store,POINT (-73.956729329 40.777692614),10028
RANCH DELI,1800.0,Store,POINT (-73.962022752 40.800721557),10025
TRADER JOES #543,21000.0,Store,POINT (-73.993716525 40.741750753),10010
TSM 2ND AVE GOURMET,1500.0,Store,POINT (-73.93670907 40.798985749),10035
1517 NEW BANI GROCERY,1500.0,Store,POINT (-73.949921128 40.787036927),10029
142 N EXPRESS DELI,2000.0,Store,POINT (-73.942916791 40.821781969),10030
SPACE NY 62,2000.0,Store,POINT (-73.960363052 40.761526982),10065
212 GRAND FOOD,1050.0,Store,POINT (-73.996085466 40.719042551),10013
G&G DELI,2000.0,Store,POINT (-73.988013358 40.769556887),10019
FUZHOU GOOD TASTE GRCY,800.0,Store,POINT (-73.994172632 40.713601858),10002
FINE FARE SUPERMARKET,5000.0,Store,POINT (-73.938994611 40.82147071),10030
BP,2300.0,Store,POINT (-73.934432461 40.853538569),10033
REYS GROCERY DELI,1500.0,Store,POINT (-73.933184982 40.847845916),10033
1630A NEW YORK GROCERY,1400.0,Store,POINT (-73.928753889 40.855823309),10040
CANDY STORE,0.0,Store,POINT (-74.008368055 40.704315966),10005
GRISTEDES 34,9000.0,Store,POINT (-73.98454216 40.764751123),10019
2732 CONVENIENCE GROCRY,525.0,Store,POINT (-73.967773409 40.80017468),10025
7-ELEVEN STORE 39308A,10000.0,Store,POINT (-73.992416791 40.753956656),10018
WILLIAM VERAS BODEGA,1500.0,Store,POINT (-73.928354911 40.86666354),10034
SUNAC,4000.0,Store,POINT (-73.991781023 40.744626592),10010
SHAFIQS SNACK CORNER,1200.0,Store,POINT (-74.012067744 40.705084168),10004
DUANE READE 14436,14000.0,Store,POINT (-74.00431683 40.707467143),10038
DUANE READE 14400,13000.0,Store,POINT (-74.008782876 40.709896763),10038
KEUR AA MATY,800.0,Store,POINT (-73.944718171 40.813637501),10027
DOLLAR TOWER,5000.0,Store,POINT (-73.921100876 40.867225044),10034
FINE FARE,19000.0,Store,POINT (-73.939122639 40.813209629),10037
PANIAGUA DELI GROCERY,1599.0,Store,POINT (-73.94000584 40.797186867),10029
FAMILY FRUIT AND MEAT MARKET,0.0,Store,POINT (-73.932361293 40.850895043),10033
1517 DELI GROCERY,700.0,Store,POINT (-73.931749246 40.852358104),10033
COSTCO WHOLESALE 1062,106000.0,Store,POINT (-73.931797526 40.795479054),10035
SUN MING JAN,2000.0,Store,POINT (-73.993055827 40.716639459),10002
SECOND AVENUE DELI MRKT,2000.0,Store,POINT (-73.989301656 40.726682823),10003
EDISON MARKET,1500.0,Store,POINT (-73.994274891 40.766688851),10019
MIDTOWN NEWS,350.0,Store,POINT (-73.992104146 40.753750084),10018
CHELSEA FOOD MART,3600.0,Store,POINT (-73.999798398 40.743202591),10011
DICKSONS FARMSTAND MEATS,0.0,Store,POINT (-74.004665517 40.742230541),10011
2009 ANTILLANA MEAT MKT,650.0,Store,POINT (-73.935100666 40.847147117),10033
EASTSIDE GLATT,2000.0,Store,POINT (-73.982833426 40.714969826),10002
194 MANHATTAN DELI,1300.0,Store,POINT (-73.960299601 40.80003839),10025
CVS PHARMACY #8968,4000.0,Store,POINT (-73.976925022 40.745054111),10016
1663 PARK AVE MINI MKT,1200.0,Store,POINT (-73.942387055 40.800061147),10035
3RD AVE FOOD,1200.0,Store,POINT (-73.982323471 40.739671085),10010
RUN FENG TRADING,400.0,Store,POINT (-73.997071597 40.718120081),10013
NEW HARLEM HALAL MEAT,1500.0,Store,POINT (-73.955350422 40.804143343),10026
PAK PUNJAB,1000.0,Store,POINT (-73.989799039 40.725394567),10003
BUTTERFIELD SUSHI,50.0,Store,POINT (-73.959083387 40.780744129),10028
WING FAT CO,1900.0,Store,POINT (-73.997323641 40.71385935),10002
LEONARDS MARKET,1400.0,Store,POINT (-73.957213049 40.770690707),10021
SPRING FOOD MART,6000.0,Store,POINT (-73.995450872 40.721402392),10012
GOURMET 157,0.0,Store,POINT (-74.008213242 40.732874493),10014
MERCI MARKET,7000.0,Store,POINT (-73.97698995 40.76474503),10019
WHOLE FOODS MARKET,58000.0,Store,POINT (-73.966554428 40.794654149),10025
JUANA GROCERY,3000.0,Store,POINT (-73.960976188 40.799091654),10025
PORTO RICO IMPORTING CO,300.0,Store,POINT (-73.988450726 40.717719384),10002
FOOD EMPORIUM,10000.0,Store,POINT (-73.937453969 40.823304835),10039
ASSOCIATED SUPERMARKET,5000.0,Store,POINT (-73.940453357 40.820010252),10030
CASABLANCA MEAT MARKET,2500.0,Store,POINT (-73.945067848 40.79513811),10029
DAN SUPERMARKET 2,20000.0,Store,POINT (-73.925481594 40.863947762),10034
KAY MARKET,10000.0,Store,POINT (-73.995837026 40.726763876),10012
LA OAXAQUENA DELI GROCY,900.0,Store,POINT (-73.940376571 40.835549119),10032
NEW SUNG LAY BEAN PRODUCTS,1600.0,Store,POINT (-73.99139554 40.716683255),10002
CVS PHARMACY #6062,12000.0,Store,POINT (-73.985197625 40.778198545),10023
MEAT CENTRE,5000.0,Store,POINT (-73.998962889 40.719032199),10013
LA COSTENITA GROCERY,1800.0,Store,POINT (-73.939924284 40.794377253),10029
FAT WITCH BAKERY,7600.0,Store,POINT (-73.940324855 40.802886393),10035
AFRICAN&CARIBBEAN MKT,1500.0,Store,POINT (-73.94504789 40.82433472),10031
DUANE READE 14415,6500.0,Store,POINT (-73.956542664 40.777953165),10028
DUANE READE 14417,9000.0,Store,POINT (-73.95794789 40.81500256),10027
EL MANANTIAL GRCY STORE,600.0,Store,POINT (-73.935905245 40.844124016),10033
KEY FOOD SUPERMARKET,27000.0,Store,POINT (-73.93833541 40.817115512),10037
WONTON SPECIALIST,800.0,Store,POINT (-73.991428564 40.716619091),10002
WATKINS HEALTH FOODS,2500.0,Store,POINT (-73.944031333 40.80699977),10027
DUANE READE 14398,9890.0,Store,POINT (-73.955684283 40.76812371),10021
DUANE READE 14412,4000.0,Store,POINT (-74.010570652 40.719298576),10013
DUANE READE 14408,0.0,Store,POINT (-74.000868012 40.720818467),10013
IDEAL MARKETPLACE,15000.0,Store,POINT (-73.999005721 40.750005762),10001
HONG KONG SUPERMARKET,19000.0,Store,POINT (-73.996046155 40.717590512),10013
BELLO DELI FOOD,1500.0,Store,POINT (-73.917111342 40.869327141),10034
SUN VIN GROCERY,7000.0,Store,POINT (-73.999210156 40.716303806),10013
GENJI #10062,0.0,Store,POINT (-74.011415548 40.715495749),10007
EDIBLE ARRANGEMENTS,1200.0,Store,POINT (-73.947972084 40.787375053),10029
COMPARE FOODS,15000.0,Store,POINT (-73.953147177 40.821731184),10031
PRINCE DELI,1500.0,Store,POINT (-73.945261964 40.80200973),10035
WHOLE FOODS MKT 10245,20000.0,Store,POINT (-74.011415548 40.715495749),10007
CVS PHARMACY #2434,2000.0,Store,POINT (-73.97946608 40.737110121),10010
2037 MEAT&GROCERY,2100.0,Store,POINT (-73.9432146 40.78987286),10029
SMASHIESS DELI GROCERY,1200.0,Store,POINT (-73.947174798 40.790206795),10029
NEUHAUS,100.0,Store,POINT (-73.97004773 40.748850689),10017
MI BARRIO MEAT MARKET,1200.0,Store,POINT (-73.941084926 40.799128032),10035
59 BAYARD MARKET,3000.0,Store,POINT (-73.997883133 40.715335738),10013
ST NICK CANDY GROCERY,300.0,Store,POINT (-73.930072111 40.854019942),10040
MCNULTYS TEA&COFFEE,1600.0,Store,POINT (-74.005148231 40.733350837),10014
BEST NY DELI GROCERY,600.0,Store,POINT (-73.938718547 40.84600722),10033
ORWASHERS,4800.0,Store,POINT (-73.954942978 40.772295338),10075
DUANE READE 14386,8000.0,Store,POINT (-73.953059732 40.758684846),10044
BEYOGLU GARDEN MARKET PLACE,800.0,Store,POINT (-73.94819169 40.774774915),10028
DUANE READE #14404,18000.0,Store,POINT (-73.983529459 40.762570864),10019
GATE WAY NEWS,900.0,Store,POINT (-73.98422918 40.762005463),10019
L SIMCHICK & CO MEAT & POULTRY,1200.0,Store,POINT (-73.964062405 40.75644319),10022
CVS #7019,8000.0,Store,POINT (-73.975366156 40.750987619),10017
FELO DELI GROCERY,1250.0,Store,POINT (-73.96394598 40.794816967),10025
DUANE READE 14392,12000.0,Store,POINT (-73.962533546 40.758550149),10022
NEW HONG FA SEA PRDCE,1500.0,Store,POINT (-73.991895436 40.71809724),10002
LATINO GROCERY & CANDY,300.0,Store,POINT (-73.925582345 40.86113425),10040
47 PITT GROCERY,1500.0,Store,POINT (-73.983141377 40.717409337),10002
WEST SIDE SUPERMARKETS,20000.0,Store,POINT (-73.966295344 40.804277957),10025
D&D LOBBY NEWSSTAND,100.0,Store,POINT (-73.9748992 40.749783935),10017
DAGOSTINOS SUPERMARKETS #806,13000.0,Store,POINT (-73.95022053 40.772006959),10075
BROADWAY CONVENIENCE,500.0,Store,POINT (-73.934691294 40.851828996),10033
RAYIRA GROCERY&DELI,2500.0,Store,POINT (-73.934028537 40.84617775),10033
JUBILEE MARKET,17000.0,Store,POINT (-73.988288452 40.778482524),10069
FAMILY DOLLAR #7136,8000.0,Store,POINT (-73.922125229 40.862762938),10034
WHOLEFOODSMARKET #10236,73000.0,Store,POINT (-73.992376222 40.723867342),10002
GENJI #10061,500.0,Store,POINT (-73.992376222 40.723867342),10002
DUANE READE #14389,3600.0,Store,POINT (-73.982445343 40.771262437),10023
99 CENTS USA,3500.0,Store,POINT (-73.934707723 40.848300928),10033
WEST 21 DELI AND GROCERY,1800.0,Store,POINT (-73.999661018 40.74400499),10011
ERNST KLEIN & COMPANY,10000.0,Store,POINT (-73.977832466 40.76333357),10019
SOHO GARDEN,600.0,Store,POINT (-73.995433102 40.723148636),10012
NEW KAM MAN,10000.0,Store,POINT (-73.998352016 40.716863508),10013
148 DELI GROCERY,1100.0,Store,POINT (-73.940506446 40.824906483),10039
CHERRY VALLEY MARKETPLACE,20000.0,Store,POINT (-73.937619093 40.796166244),10029
82 CORNER MARKET,800.0,Store,POINT (-73.951167769 40.774128125),10028
HONG LI MEAT MARKET,2000.0,Store,POINT (-73.996775716 40.718233614),10013
M&O MARKET & DELI,3500.0,Store,POINT (-74.001433958 40.726167001),10012
2806 A&J DELI&GROCERY,1000.0,Store,POINT (-73.939717292 40.825743564),10039
DUANE READE 14185,8000.0,Store,POINT (-73.988769238 40.718962672),10002
VARSANOS CHOCOLATES,400.0,Store,POINT (-74.00161023 40.732126073),10014
DUAL SPECIALTY STORE,2000.0,Store,POINT (-73.986549291 40.72621218),10003
EAST WAY GROCERY,1100.0,Store,POINT (-73.985921151 40.734709418),10003
GRACEFULLY,4300.0,Store,POINT (-73.980249369 40.734039285),10009
WESTERN BEEF 16,14000.0,Store,POINT (-74.005691211 40.742940489),10011
ELIZABETHS GROCERY STORE,450.0,Store,POINT (-73.932640913 40.846041041),10033
99 CENTS & DISCOUNT,2500.0,Store,POINT (-73.941664283 40.833084169),10032
SONNYS GROCERY & DELI,1400.0,Store,POINT (-73.991165121 40.765858582),10019
C TOWN,9000.0,Store,POINT (-73.957621834 40.814656262),10027
91 CATHERINE GROCERY,1500.0,Store,POINT (-73.950221368 40.823154045),10031
LEX34 FRUIT&VEGETABLE,5000.0,Store,POINT (-73.979598262 40.746184411),10016
WALGREENS #10135,20000.0,Store,POINT (-73.980789247 40.733297277),10009
COLUMBUS FOODMARKET,10000.0,Store,POINT (-73.963409538 40.797881601),10025
SANO HEALTH FOOD CENTER,2000.0,Store,POINT (-73.939287762 40.843711542),10032
TRADER JOES #540,10000.0,Store,POINT (-73.987835511 40.733501963),10003
AXEL GROCERY,400.0,Store,POINT (-73.944936243 40.801584684),10035
1705 DELI GROCERY,1800.0,Store,POINT (-73.945725399 40.792782889),10029
HAMILTON MEAT MARKET,1800.0,Store,POINT (-73.95423345 40.820771153),10031
ANT SOLUTIONS GROCERY,1200.0,Store,POINT (-73.952637787 40.818898636),10031
USA DELI GROCERY STORE,1200.0,Store,POINT (-73.947942077 40.803960115),10026
BLUE & GOLD DELI,1600.0,Store,POINT (-73.962306983 40.759466333),10022
FINE FARE SUPERMARKET,10000.0,Store,POINT (-73.946185649 40.798423156),10029
KEY FOOD 1436,1000.0,Store,POINT (-73.980482469 40.716972053),10002
COLUMBUS AVENUE FD&DELI,1500.0,Store,POINT (-73.97384593 40.784500186),10024
DUANE READE 14356,2000.0,Store,POINT (-74.014888254 40.716857598),10281
DUANE READE 14319,0.0,Store,POINT (-73.996867497 40.741995806),10011
DUANE READE 14318,5000.0,Store,POINT (-73.973243187 40.747609041),10016
DUANE READE 14297,7615.0,Store,POINT (-73.984387263 40.764302439),10019
DUANE READE 14292,5000.0,Store,POINT (-73.959939263 40.773292408),10075
DUANE READE 14321,6000.0,Store,POINT (-73.977373119 40.763370456),10019
DUANE READE 14272,7300.0,Store,POINT (-73.982809286 40.76746929),10019
OLIVE TREE DELI,1500.0,Store,POINT (-73.961261759 40.811195206),10027
GRISTEDES 511,18000.0,Store,POINT (-73.973098599 40.785531998),10024
FOOD TOWN,25000.0,Store,POINT (-73.946772885 40.765000652),10044
DAGOSTINOS MARKETS 518,15000.0,Store,POINT (-73.9797605 40.735308512),10010
GRISTEDES 543,13000.0,Store,POINT (-74.002342892 40.732920845),10014
DUANE READE 14247,2300.0,Store,POINT (-73.994560043 40.728476635),10012
GRISTEDES 545,20000.0,Store,POINT (-74.001139753 40.747069372),10011
DUANE READE 14246,6780.0,Store,POINT (-73.991402035 40.744931234),10001
DUANE READE 14239,5000.0,Store,POINT (-73.989487986 40.763054458),10019
DUANE READE 14191,3000.0,Store,POINT (-73.957363001 40.782594812),10128
DUANE READE 14155,7650.0,Store,POINT (-73.991952936 40.749939336),10119
DUANE READE 14145,8000.0,Store,POINT (-73.962830433 40.763003077),10065
DUANE READE 14138,26000.0,Store,POINT (-73.993011319 40.747423717),10001
DUANE READE 14131,0.0,Store,POINT (-74.013013138 40.703793983),10004
DUANE READE 14112,6100.0,Store,POINT (-73.973831094 40.754257776),10017
DUANE READE 14225,6760.0,Store,POINT (-73.965891671 40.804831372),10025
DUANE READE 14118,3000.0,Store,POINT (-74.005426343 40.715460377),10007
DUANE READE 14111,12000.0,Store,POINT (-73.986747188 40.75407832),10018
DUANE READE 14101,7500.0,Store,POINT (-74.013187901 40.706186011),10006
GRISTEDES 533,7500.0,Store,POINT (-73.972858458 40.748622539),10017
CREATIVE HEALTH,500.0,Store,POINT (-73.967800147 40.803150926),10025
KEY FOOD 566,18000.0,Store,POINT (-73.984817757 40.724046589),10009
